"compound","exposure","spec","margin","estimate","p.value","nobs","detect_rate","sig"
"PFOA","airport_25km","cov","detect_LPM",0.0229691755129314,0.00589308719931199,1894,0.344488188976378,"***"
"PFOA","airport_25km","cov","tobit_censored",0.0480089900744361,0.0103486602013677,1894,0.344488188976378,"**"
"PFOA","airport_25km","cov","intensive_detects",0.00718894494351996,0.629189858763682,655,0.344488188976378,""
"PFOA","milfire_10km","raw","detect_LPM",0.0963607625874109,0.00891777184437003,2032,0.344488188976378,"***"
"PFOA","milfire_10km","raw","tobit_censored",0.163007975782054,0.0498589367494473,2032,0.344488188976378,"**"
"PFOA","milfire_10km","raw","intensive_detects",-0.0727876282661719,0.217498024943189,700,0.344488188976378,""
"PFOA","milfire_10km","cov","detect_LPM",0.0999635158677292,0.0339445108213566,1894,0.344488188976378,"**"
"PFOA","milfire_10km","cov","tobit_censored",0.136197199297423,0.190058169448936,1894,0.344488188976378,""
"PFOA","milfire_10km","cov","intensive_detects",-0.14175559695801,0.0746254343211899,655,0.344488188976378,"*"
"PFOA","milfire_25km","raw","detect_LPM",0.0897035892545261,1.57384051298361e-09,2032,0.344488188976378,"***"
"PFOA","milfire_25km","raw","tobit_censored",0.167030532838936,7.09257618369216e-07,2032,0.344488188976378,"***"
"PFOA","milfire_25km","raw","intensive_detects",-0.0394507077775243,0.106751186411465,700,0.344488188976378,""
"PFOA","milfire_25km","cov","detect_LPM",0.0978622027557828,7.52064383818589e-07,1894,0.344488188976378,"***"
"PFOA","milfire_25km","cov","tobit_censored",0.16492611182721,0.000180932246272929,1894,0.344488188976378,"***"
"PFOA","milfire_25km","cov","intensive_detects",-0.0731574563343981,0.0340356213984393,655,0.344488188976378,"**"
"PFOA","milsusp_10km","raw","detect_LPM",0.0293174024890373,0.604078770587721,2032,0.344488188976378,""
"PFOA","milsusp_10km","raw","tobit_censored",0.182605151894499,0.162794754984734,2032,0.344488188976378,""
"PFOA","milsusp_10km","raw","intensive_detects",0.296993690470615,0.00534072773676641,700,0.344488188976378,"***"
"PFOA","milsusp_10km","cov","detect_LPM",0.0614749015352143,0.373079601425561,1894,0.344488188976378,""
"PFOA","milsusp_10km","cov","tobit_censored",0.277175121909695,0.0667028003811338,1894,0.344488188976378,"*"
"PFOA","milsusp_10km","cov","intensive_detects",0.303044904055927,0.0123023695553904,655,0.344488188976378,"**"
"PFOA","milsusp_25km","raw","detect_LPM",0.096646936805331,0.0018410191845878,2032,0.344488188976378,"***"
"PFOA","milsusp_25km","raw","tobit_censored",0.238989287497777,0.000724547167106254,2032,0.344488188976378,"***"
"PFOA","milsusp_25km","raw","intensive_detects",0.0715395587848647,0.193052003836875,700,0.344488188976378,""
"PFOA","milsusp_25km","cov","detect_LPM",0.120895819337383,0.00136925088774545,1894,0.344488188976378,"***"
"PFOA","milsusp_25km","cov","tobit_censored",0.305690577352323,0.00025014950578735,1894,0.344488188976378,"***"
"PFOA","milsusp_25km","cov","intensive_detects",0.097014302264142,0.147925762428479,655,0.344488188976378,""
"PFOA","milbase_10km","raw","detect_LPM",0.0562388401666158,0.0165382028275548,2032,0.344488188976378,"**"
