"compound","exposure","spec","margin","bucket","estimate","std.error","p.value","nobs","n_systems","detect_rate","sig"
"PFPeA","idw__mil_milbase__5km","raw","detect","A_anydetect",0.0896363975633218,0.0277994994871897,0.00126241830672783,6314,3500,0.541019955654102,"***"
"PFPeA","idw__mil_milbase__5km","raw","tobit","A_anydetect",0.151188471817814,0.0590068741535417,0.0104006028813677,6314,3500,0.541019955654102,"**"
"PFPeA","idw__mil_milbase__5km","cov","detect","A_anydetect",0.0669421942732601,0.0275965521482084,0.0152770065590146,6314,3500,0.541019955654102,"**"
"PFPeA","idw__mil_milbase__5km","cov","tobit","A_anydetect",0.0461028184274314,0.0475165846161516,0.331923443440508,6314,3500,0.541019955654102,""
"PFBA","idw__mil_milbase__5km","raw","detect","A_anydetect",-0.0765510020673444,0.0379157319149759,0.0434895788770472,6314,3500,0.432689261957555,"**"
"PFBA","idw__mil_milbase__5km","raw","tobit","A_anydetect",-0.119308975891716,0.0878267565212786,0.174318343630433,6314,3500,0.432689261957555,""
"PFBA","idw__mil_milbase__5km","cov","detect","A_anydetect",-0.0601545091752454,0.0286317613301082,0.0356434846061294,6314,3500,0.432689261957555,"**"
"PFBA","idw__mil_milbase__5km","cov","tobit","A_anydetect",-0.15723946327387,0.0668222097375793,0.0186175354200629,6314,3500,0.432689261957555,"**"
"PFHpA","idw__mil_milbase__5km","raw","detect","A_anydetect",0.0376477036661352,0.0249668719554322,0.131578508451071,6314,3500,0.13588850174216,""
"PFHpA","idw__mil_milbase__5km","raw","tobit","A_anydetect",0.150897468354622,0.0835084549089073,0.0707665917076964,6314,3500,0.13588850174216,"*"
"PFHpA","idw__mil_milbase__5km","cov","detect","A_anydetect",0.0074606858194249,0.0202957545695861,0.713172747981289,6314,3500,0.13588850174216,""
"PFHpA","idw__mil_milbase__5km","cov","tobit","A_anydetect",0.0434221221803568,0.0722182901361841,0.547665415715111,6314,3500,0.13588850174216,""
"PFOS","idw__mil_milbase__10km","raw","detect","A_anydetect",0.0658095959391256,0.0220268154052089,0.00281081994909161,6314,3500,0.360785555907507,"***"
"PFOS","idw__mil_milbase__10km","raw","tobit","A_anydetect",0.20491495187153,0.0548784822935387,0.000188480243505561,6314,3500,0.360785555907507,"***"
"PFOS","idw__mil_milbase__10km","cov","detect","A_anydetect",0.0645508220174103,0.0236867017801686,0.00642640069750319,6314,3500,0.360785555907507,"***"
"PFOS","idw__mil_milbase__10km","cov","tobit","A_anydetect",0.208354460941221,0.0562374991693683,0.000211471916685745,6314,3500,0.360785555907507,"***"
"PFOA","idw__mil_milbase__10km","raw","detect","A_anydetect",0.0680125883824148,0.025277964549839,0.00713262182037293,6314,3500,0.354450427621159,"***"
"PFOA","idw__mil_milbase__10km","raw","tobit","A_anydetect",0.14924331671007,0.0475287220897944,0.00168909867544015,6314,3500,0.354450427621159,"***"
"PFOA","idw__mil_milbase__10km","cov","detect","A_anydetect",0.037315515781862,0.0217564795480158,0.086318656919321,6314,3500,0.354450427621159,"*"
"PFOA","idw__mil_milbase__10km","cov","tobit","A_anydetect",0.0973709000408491,0.0431251661935382,0.023953937479366,6314,3500,0.354450427621159,"**"
"PFHxS","idw__mil_milbase__10km","raw","detect","A_anydetect",0.0880978860255784,0.0298926763866807,0.0032072852434264,6314,3500,0.276369971491923,"***"
"PFHxS","idw__mil_milbase__10km","raw","tobit","A_anydetect",0.244335085567887,0.0750613685806942,0.00113337426768637,6314,3500,0.276369971491923,"***"
"PFHxS","idw__mil_milbase__10km","cov","detect","A_anydetect",0.0757080433040807,0.0237436686248519,0.00142984764771309,6314,3500,0.276369971491923,"***"
"PFHxS","idw__mil_milbase__10km","cov","tobit","A_anydetect",0.1916141278086,0.0524609350081598,0.000259688745563569,6314,3500,0.276369971491923,"***"
"PFBS","idw__mil_milbase__10km","raw","detect","A_anydetect",-0.0167995272180212,0.0181887110041935,0.355682193812476,6314,3500,0.452011403230915,""
"PFBS","idw__mil_milbase__10km","raw","tobit","A_anydetect",-0.0264293576344219,0.0364291062825327,0.46814465422141,6314,3500,0.452011403230915,""
"PFBS","idw__mil_milbase__10km","cov","detect","A_anydetect",-0.0069672234684743,0.0194455859757845,0.720123820076681,6314,3500,0.452011403230915,""
"PFBS","idw__mil_milbase__10km","cov","tobit","A_anydetect",-0.0133391467420694,0.0375014400528894,0.722067551476794,6314,3500,0.452011403230915,""
"PFHxA","idw__mil_milbase__10km","raw","detect","A_anydetect",0.0666118211410852,0.0155869543315263,1.92374459668959e-05,6314,3500,0.465473550839405,"***"
"PFHxA","idw__mil_milbase__10km","raw","tobit","A_anydetect",0.118345625320874,0.0284693301462306,3.22522393007327e-05,6314,3500,0.465473550839405,"***"
"PFHxA","idw__mil_milbase__10km","cov","detect","A_anydetect",0.0553084982240939,0.0163909931347467,0.000739975991721605,6314,3500,0.465473550839405,"***"
"PFHxA","idw__mil_milbase__10km","cov","tobit","A_anydetect",0.0744756731956658,0.0265028409113053,0.00495258771507455,6314,3500,0.465473550839405,"***"
"PFPeA","idw__mil_milbase__10km","raw","detect","A_anydetect",0.0703811145114925,0.0161514044540323,1.31505554485023e-05,6314,3500,0.541019955654102,"***"
"PFPeA","idw__mil_milbase__10km","raw","tobit","A_anydetect",0.119529755789522,0.0333977769553106,0.000344946553985943,6314,3500,0.541019955654102,"***"
"PFPeA","idw__mil_milbase__10km","cov","detect","A_anydetect",0.0546731367883308,0.015893167834595,0.000581627716885906,6314,3500,0.541019955654102,"***"
"PFPeA","idw__mil_milbase__10km","cov","tobit","A_anydetect",0.0569127532695596,0.0274247638836171,0.0379650190756552,6314,3500,0.541019955654102,"**"
"PFBA","idw__mil_milbase__10km","raw","detect","A_anydetect",-0.0608485162526174,0.0207342733123093,0.00333888766698093,6314,3500,0.432689261957555,"***"
"PFBA","idw__mil_milbase__10km","raw","tobit","A_anydetect",-0.0759539804098125,0.0464183841358664,0.101778715864902,6314,3500,0.432689261957555,""
"PFBA","idw__mil_milbase__10km","cov","detect","A_anydetect",-0.0413638280406664,0.0162932924726176,0.0111264280438117,6314,3500,0.432689261957555,"**"
"PFBA","idw__mil_milbase__10km","cov","tobit","A_anydetect",-0.0846756526927603,0.0375436564267634,0.0241087505910495,6314,3500,0.432689261957555,"**"
"PFHpA","idw__mil_milbase__10km","raw","detect","A_anydetect",0.0346586353013284,0.0150122965825642,0.0209611732316129,6314,3500,0.13588850174216,"**"
"PFHpA","idw__mil_milbase__10km","raw","tobit","A_anydetect",0.127268393720118,0.0481973689943562,0.00827673663529034,6314,3500,0.13588850174216,"***"
"PFHpA","idw__mil_milbase__10km","cov","detect","A_anydetect",0.0163682171108234,0.0132567571949628,0.216939395495317,6314,3500,0.13588850174216,""
"PFHpA","idw__mil_milbase__10km","cov","tobit","A_anydetect",0.0662911005718977,0.043083645467938,0.123887216719578,6314,3500,0.13588850174216,""
"PFOS","idw__mil_milbase__25km","raw","detect","A_anydetect",0.0499292822507881,0.00961057418815298,2.04451005012527e-07,6314,3500,0.360785555907507,"***"
"PFOS","idw__mil_milbase__25km","raw","tobit","A_anydetect",0.131926395024032,0.0251732085054319,1.59928615101518e-07,6314,3500,0.360785555907507,"***"
"PFOS","idw__mil_milbase__25km","cov","detect","A_anydetect",0.0489929022516375,0.0109562623978845,7.76074043395164e-06,6314,3500,0.360785555907507,"***"
"PFOS","idw__mil_milbase__25km","cov","tobit","A_anydetect",0.134135192839078,0.0265258239121236,4.26399956743612e-07,6314,3500,0.360785555907507,"***"
"PFOA","idw__mil_milbase__25km","raw","detect","A_anydetect",0.095761498405998,0.0115829674870204,1.36865123608126e-16,6314,3500,0.354450427621159,"***"
"PFOA","idw__mil_milbase__25km","raw","tobit","A_anydetect",0.186182335162247,0.0208123832030195,3.69439168438493e-19,6314,3500,0.354450427621159,"***"
"PFOA","idw__mil_milbase__25km","cov","detect","A_anydetect",0.0682879198963485,0.0117098251913022,5.48730155224999e-09,6314,3500,0.354450427621159,"***"
"PFOA","idw__mil_milbase__25km","cov","tobit","A_anydetect",0.134261036780569,0.0220388222568316,1.11491879862669e-09,6314,3500,0.354450427621159,"***"
"PFHxS","idw__mil_milbase__25km","raw","detect","A_anydetect",0.0280626397768571,0.011424979865531,0.0140394321884424,6314,3500,0.276369971491923,"**"
"PFHxS","idw__mil_milbase__25km","raw","tobit","A_anydetect",0.0735107848438552,0.0322509418513972,0.0226470037273002,6314,3500,0.276369971491923,"**"
"PFHxS","idw__mil_milbase__25km","cov","detect","A_anydetect",0.0218829421904367,0.0102609366221708,0.032953802811706,6314,3500,0.276369971491923,"**"
"PFHxS","idw__mil_milbase__25km","cov","tobit","A_anydetect",0.048684116257744,0.025439190533084,0.0556527834982569,6314,3500,0.276369971491923,"*"
"PFBS","idw__mil_milbase__25km","raw","detect","A_anydetect",-0.00847204218207667,0.00930457407949612,0.362545994198907,6314,3500,0.452011403230915,""
"PFBS","idw__mil_milbase__25km","raw","tobit","A_anydetect",-0.0188693925991507,0.0191712554469628,0.324990442341772,6314,3500,0.452011403230915,""
"PFBS","idw__mil_milbase__25km","cov","detect","A_anydetect",-0.00376755895104005,0.0101862372525528,0.711481156381565,6314,3500,0.452011403230915,""
"PFBS","idw__mil_milbase__25km","cov","tobit","A_anydetect",-0.0127122815814295,0.0202669842673129,0.530501332775636,6314,3500,0.452011403230915,""
"PFHxA","idw__mil_milbase__25km","raw","detect","A_anydetect",0.051601482636704,0.00847069252848874,1.11671352384507e-09,6314,3500,0.465473550839405,"***"
"PFHxA","idw__mil_milbase__25km","raw","tobit","A_anydetect",0.0884117107393651,0.0155931607086796,1.42878279320474e-08,6314,3500,0.465473550839405,"***"
"PFHxA","idw__mil_milbase__25km","cov","detect","A_anydetect",0.0475401696984158,0.00921696707245393,2.4973851108546e-07,6314,3500,0.465473550839405,"***"
"PFHxA","idw__mil_milbase__25km","cov","tobit","A_anydetect",0.0681899426304718,0.0162499817822618,2.71300208999182e-05,6314,3500,0.465473550839405,"***"
"PFPeA","idw__mil_milbase__25km","raw","detect","A_anydetect",0.0540240946265226,0.00833480413252153,9.06663733637908e-11,6314,3500,0.541019955654102,"***"
"PFPeA","idw__mil_milbase__25km","raw","tobit","A_anydetect",0.0838507994553769,0.0177393661895766,2.28062720041836e-06,6314,3500,0.541019955654102,"***"
"PFPeA","idw__mil_milbase__25km","cov","detect","A_anydetect",0.0469901735552026,0.0088373862050059,1.05374674891467e-07,6314,3500,0.541019955654102,"***"
"PFPeA","idw__mil_milbase__25km","cov","tobit","A_anydetect",0.0550910877906665,0.0165776079248182,0.000889837513147279,6314,3500,0.541019955654102,"***"
"PFBA","idw__mil_milbase__25km","raw","detect","A_anydetect",-0.052669142316469,0.00941572747242411,2.22228185650167e-08,6314,3500,0.432689261957555,"***"
"PFBA","idw__mil_milbase__25km","raw","tobit","A_anydetect",-0.0681750961797268,0.0192476622536941,0.000397115135519454,6314,3500,0.432689261957555,"***"
"PFBA","idw__mil_milbase__25km","cov","detect","A_anydetect",-0.0325599121484385,0.00892523179034754,0.000264212842565512,6314,3500,0.432689261957555,"***"
"PFBA","idw__mil_milbase__25km","cov","tobit","A_anydetect",-0.0547508087113099,0.0188868670901664,0.00374495194705249,6314,3500,0.432689261957555,"***"
"PFHpA","idw__mil_milbase__25km","raw","detect","A_anydetect",0.0253410503129233,0.00750501358294689,0.000734011470588525,6314,3500,0.13588850174216,"***"
"PFHpA","idw__mil_milbase__25km","raw","tobit","A_anydetect",0.0907888525609123,0.0244211915363291,0.000201103824424176,6314,3500,0.13588850174216,"***"
"PFHpA","idw__mil_milbase__25km","cov","detect","A_anydetect",0.0158173573669044,0.00782983857325161,0.0433690363622048,6314,3500,0.13588850174216,"**"
"PFHpA","idw__mil_milbase__25km","cov","tobit","A_anydetect",0.059901391875778,0.0257603381390521,0.0200541039768492,6314,3500,0.13588850174216,"**"
"PFOS","idw__mil_airport.milfire__5km","raw","detect","A_anydetect",0.0590378894240962,0.0254570924788575,0.0203888774550733,6314,3500,0.360785555907507,"**"
"PFOS","idw__mil_airport.milfire__5km","raw","tobit","A_anydetect",0.154347308015277,0.0603259219739277,0.0105107597082513,6314,3500,0.360785555907507,"**"
"PFOS","idw__mil_airport.milfire__5km","cov","detect","A_anydetect",0.0582859344645416,0.0267676139030793,0.029444798789388,6314,3500,0.360785555907507,"**"
"PFOS","idw__mil_airport.milfire__5km","cov","tobit","A_anydetect",0.145322672351724,0.0617970277964173,0.0186922286635733,6314,3500,0.360785555907507,"**"
"PFOA","idw__mil_airport.milfire__5km","raw","detect","A_anydetect",0.0590623473706652,0.0266844057744733,0.02687244623789,6314,3500,0.354450427621159,"**"
"PFOA","idw__mil_airport.milfire__5km","raw","tobit","A_anydetect",0.116432893272213,0.0508721255695516,0.0220946639050823,6314,3500,0.354450427621159,"**"
"PFOA","idw__mil_airport.milfire__5km","cov","detect","A_anydetect",0.0148610197648935,0.0251331988048473,0.554325845026808,6314,3500,0.354450427621159,""
"PFOA","idw__mil_airport.milfire__5km","cov","tobit","A_anydetect",0.0265202985048042,0.0494282334402103,0.591584362478835,6314,3500,0.354450427621159,""
"PFHxS","idw__mil_airport.milfire__5km","raw","detect","A_anydetect",0.144325789316511,0.0284890259122787,4.06233160762159e-07,6314,3500,0.276369971491923,"***"
"PFHxS","idw__mil_airport.milfire__5km","raw","tobit","A_anydetect",0.319991838011335,0.0635632071676451,4.7977203827567e-07,6314,3500,0.276369971491923,"***"
"PFHxS","idw__mil_airport.milfire__5km","cov","detect","A_anydetect",0.111045709344282,0.0278526507123552,6.69424643387445e-05,6314,3500,0.276369971491923,"***"
"PFHxS","idw__mil_airport.milfire__5km","cov","tobit","A_anydetect",0.223412303755777,0.0603777543985811,0.000215393950358259,6314,3500,0.276369971491923,"***"
"PFBS","idw__mil_airport.milfire__5km","raw","detect","A_anydetect",-0.0383384101885714,0.0261005557685863,0.141867150494351,6314,3500,0.452011403230915,""
"PFBS","idw__mil_airport.milfire__5km","raw","tobit","A_anydetect",-0.130649784975566,0.049146668188856,0.0078520790444279,6314,3500,0.452011403230915,"***"
"PFBS","idw__mil_airport.milfire__5km","cov","detect","A_anydetect",-0.0492367690862125,0.0271910157192417,0.0701759291948602,6314,3500,0.452011403230915,"*"
"PFBS","idw__mil_airport.milfire__5km","cov","tobit","A_anydetect",-0.128943685254383,0.0491276078905757,0.00867333635168155,6314,3500,0.452011403230915,"***"
"PFHxA","idw__mil_airport.milfire__5km","raw","detect","A_anydetect",0.141554388091527,0.0237025080095701,2.34180109965632e-09,6314,3500,0.465473550839405,"***"
"PFHxA","idw__mil_airport.milfire__5km","raw","tobit","A_anydetect",0.212518174809149,0.0405380101436683,1.58465045664926e-07,6314,3500,0.465473550839405,"***"
"PFHxA","idw__mil_airport.milfire__5km","cov","detect","A_anydetect",0.111742791623632,0.0241921128538025,3.85638226692784e-06,6314,3500,0.465473550839405,"***"
"PFHxA","idw__mil_airport.milfire__5km","cov","tobit","A_anydetect",0.132317896811545,0.0402513194453917,0.00101155381951354,6314,3500,0.465473550839405,"***"
"PFPeA","idw__mil_airport.milfire__5km","raw","detect","A_anydetect",0.153465201456029,0.0231967739594506,3.69549409942432e-11,6314,3500,0.541019955654102,"***"
"PFPeA","idw__mil_airport.milfire__5km","raw","tobit","A_anydetect",0.260624883347889,0.0474094091101129,3.85597806043773e-08,6314,3500,0.541019955654102,"***"
"PFPeA","idw__mil_airport.milfire__5km","cov","detect","A_anydetect",0.109010598909733,0.0229928036543699,2.12587562782498e-06,6314,3500,0.541019955654102,"***"
"PFPeA","idw__mil_airport.milfire__5km","cov","tobit","A_anydetect",0.144301092718731,0.0424621866619591,0.000677952583035827,6314,3500,0.541019955654102,"***"
"PFBA","idw__mil_airport.milfire__5km","raw","detect","A_anydetect",0.0145206735534211,0.0286934416154765,0.612812805247484,6314,3500,0.432689261957555,""
"PFBA","idw__mil_airport.milfire__5km","raw","tobit","A_anydetect",0.130949691544422,0.0790384616821831,0.0975630689156446,6314,3500,0.432689261957555,"*"
"PFBA","idw__mil_airport.milfire__5km","cov","detect","A_anydetect",0.0137938341803827,0.0261328780236895,0.597614220729715,6314,3500,0.432689261957555,""
"PFBA","idw__mil_airport.milfire__5km","cov","tobit","A_anydetect",0.0913959047899314,0.0579922937055234,0.115025604871486,6314,3500,0.432689261957555,""
"PFHpA","idw__mil_airport.milfire__5km","raw","detect","A_anydetect",0.0670327834804134,0.0198105214894005,0.000715171259121152,6314,3500,0.13588850174216,"***"
"PFHpA","idw__mil_airport.milfire__5km","raw","tobit","A_anydetect",0.175933739527207,0.0537798744586568,0.00107028685969123,6314,3500,0.13588850174216,"***"
"PFHpA","idw__mil_airport.milfire__5km","cov","detect","A_anydetect",0.0349734349214424,0.0202425287248207,0.0840383191783888,6314,3500,0.13588850174216,"*"
"PFHpA","idw__mil_airport.milfire__5km","cov","tobit","A_anydetect",0.0689537158763681,0.0568183086919518,0.224907120596434,6314,3500,0.13588850174216,""
"PFOS","idw__mil_airport.milfire__10km","raw","detect","A_anydetect",0.0283028922575831,0.011777315461707,0.0162536254948167,6314,3500,0.360785555907507,"**"
"PFOS","idw__mil_airport.milfire__10km","raw","tobit","A_anydetect",0.0804990028000977,0.0291697031919044,0.00578582691662852,6314,3500,0.360785555907507,"***"
"PFOS","idw__mil_airport.milfire__10km","cov","detect","A_anydetect",0.0323752058782253,0.0128362076128812,0.0116630534046292,6314,3500,0.360785555907507,"**"
"PFOS","idw__mil_airport.milfire__10km","cov","tobit","A_anydetect",0.0863396438602936,0.0316735800707397,0.00641225473061681,6314,3500,0.360785555907507,"***"
"PFOA","idw__mil_airport.milfire__10km","raw","detect","A_anydetect",0.0479422412574322,0.0128421738029374,0.000189071822424363,6314,3500,0.354450427621159,"***"
"PFOA","idw__mil_airport.milfire__10km","raw","tobit","A_anydetect",0.107499685385564,0.0261517926099321,3.94624044523647e-05,6314,3500,0.354450427621159,"***"
"PFOA","idw__mil_airport.milfire__10km","cov","detect","A_anydetect",0.0259319700019528,0.0125043501818032,0.0380945561180473,6314,3500,0.354450427621159,"**"
"PFOA","idw__mil_airport.milfire__10km","cov","tobit","A_anydetect",0.0612939215959257,0.0269299462553958,0.0228429784667528,6314,3500,0.354450427621159,"**"
"PFHxS","idw__mil_airport.milfire__10km","raw","detect","A_anydetect",0.0583781293382476,0.0119414170594259,1.01498698616971e-06,6314,3500,0.276369971491923,"***"
"PFHxS","idw__mil_airport.milfire__10km","raw","tobit","A_anydetect",0.115517815097336,0.0290148580129213,6.85298276171261e-05,6314,3500,0.276369971491923,"***"
"PFHxS","idw__mil_airport.milfire__10km","cov","detect","A_anydetect",0.047113894227744,0.0122028357815264,0.000112971440309175,6314,3500,0.276369971491923,"***"
"PFHxS","idw__mil_airport.milfire__10km","cov","tobit","A_anydetect",0.0799995575440591,0.0294038584597462,0.00651406361685143,6314,3500,0.276369971491923,"***"
"PFBS","idw__mil_airport.milfire__10km","raw","detect","A_anydetect",-0.016086545676999,0.0123893875446656,0.194145348237645,6314,3500,0.452011403230915,""
"PFBS","idw__mil_airport.milfire__10km","raw","tobit","A_anydetect",-0.0693474110105681,0.0238256267230587,0.00360709255812379,6314,3500,0.452011403230915,"***"
"PFBS","idw__mil_airport.milfire__10km","cov","detect","A_anydetect",-0.021818189665098,0.0131607683855641,0.0973537323554369,6314,3500,0.452011403230915,"*"
"PFBS","idw__mil_airport.milfire__10km","cov","tobit","A_anydetect",-0.0671371421964745,0.0245730159704063,0.00629226682050555,6314,3500,0.452011403230915,"***"
"PFHxA","idw__mil_airport.milfire__10km","raw","detect","A_anydetect",0.103159539345398,0.0110903323035826,1.38148006352835e-20,6314,3500,0.465473550839405,"***"
"PFHxA","idw__mil_airport.milfire__10km","raw","tobit","A_anydetect",0.147900409973532,0.0185502136701134,1.54898157755483e-15,6314,3500,0.465473550839405,"***"
"PFHxA","idw__mil_airport.milfire__10km","cov","detect","A_anydetect",0.0889967769341174,0.0114924807796551,9.64026135222625e-15,6314,3500,0.465473550839405,"***"
"PFHxA","idw__mil_airport.milfire__10km","cov","tobit","A_anydetect",0.110917580595591,0.019780168256249,2.05252804940696e-08,6314,3500,0.465473550839405,"***"
"PFPeA","idw__mil_airport.milfire__10km","raw","detect","A_anydetect",0.104532647294719,0.0108680788834892,6.69158854130542e-22,6314,3500,0.541019955654102,"***"
"PFPeA","idw__mil_airport.milfire__10km","raw","tobit","A_anydetect",0.169740244094916,0.0211800156402928,1.108833300325e-15,6314,3500,0.541019955654102,"***"
"PFPeA","idw__mil_airport.milfire__10km","cov","detect","A_anydetect",0.0817016257149677,0.0111809573733627,2.72742102494439e-13,6314,3500,0.541019955654102,"***"
"PFPeA","idw__mil_airport.milfire__10km","cov","tobit","A_anydetect",0.113000243577961,0.0213586119047553,1.21904147795938e-07,6314,3500,0.541019955654102,"***"
"PFBA","idw__mil_airport.milfire__10km","raw","detect","A_anydetect",0.037544028734353,0.012712688773048,0.00314424705891566,6314,3500,0.432689261957555,"***"
"PFBA","idw__mil_airport.milfire__10km","raw","tobit","A_anydetect",0.101279705483444,0.0314490403616282,0.00127994579362276,6314,3500,0.432689261957555,"***"
"PFBA","idw__mil_airport.milfire__10km","cov","detect","A_anydetect",0.0352004047041775,0.0119851433014615,0.00331400641731184,6314,3500,0.432689261957555,"***"
"PFBA","idw__mil_airport.milfire__10km","cov","tobit","A_anydetect",0.0843005054318728,0.0241217141927048,0.000474421629668758,6314,3500,0.432689261957555,"***"
"PFHpA","idw__mil_airport.milfire__10km","raw","detect","A_anydetect",0.0358477740554839,0.0095195782007829,0.000166090209045453,6314,3500,0.13588850174216,"***"
"PFHpA","idw__mil_airport.milfire__10km","raw","tobit","A_anydetect",0.0972730838230116,0.0276978200448624,0.000444848314646559,6314,3500,0.13588850174216,"***"
"PFHpA","idw__mil_airport.milfire__10km","cov","detect","A_anydetect",0.0243932030944205,0.0103673082827001,0.018627819541777,6314,3500,0.13588850174216,"**"
"PFHpA","idw__mil_airport.milfire__10km","cov","tobit","A_anydetect",0.052598790416787,0.0316892858899379,0.0969488915628514,6314,3500,0.13588850174216,"*"
"PFOS","idw__mil_airport.milfire__25km","raw","detect","A_anydetect",0.0122821347423403,0.00558329023631978,0.0278209242369927,6314,3500,0.360785555907507,"**"
"PFOS","idw__mil_airport.milfire__25km","raw","tobit","A_anydetect",0.0358337222072733,0.0146437787200585,0.0144040040143153,6314,3500,0.360785555907507,"**"
"PFOS","idw__mil_airport.milfire__25km","cov","detect","A_anydetect",0.0153426973328203,0.00628461760792968,0.0146341026537362,6314,3500,0.360785555907507,"**"
"PFOS","idw__mil_airport.milfire__25km","cov","tobit","A_anydetect",0.0403364958717123,0.0164411972726526,0.0141520957266874,6314,3500,0.360785555907507,"**"
"PFOA","idw__mil_airport.milfire__25km","raw","detect","A_anydetect",0.0363369082540272,0.00586850109365562,5.94602132013866e-10,6314,3500,0.354450427621159,"***"
"PFOA","idw__mil_airport.milfire__25km","raw","tobit","A_anydetect",0.0796572277030817,0.0129126461863098,6.87530735180967e-10,6314,3500,0.354450427621159,"***"
"PFOA","idw__mil_airport.milfire__25km","cov","detect","A_anydetect",0.0258242809211923,0.0058696169492847,1.08423847126472e-05,6314,3500,0.354450427621159,"***"
"PFOA","idw__mil_airport.milfire__25km","cov","tobit","A_anydetect",0.0548296572583262,0.013616085980717,5.65339860933253e-05,6314,3500,0.354450427621159,"***"
"PFHxS","idw__mil_airport.milfire__25km","raw","detect","A_anydetect",0.0155703549136596,0.00568782489633318,0.00619102955278437,6314,3500,0.276369971491923,"***"
"PFHxS","idw__mil_airport.milfire__25km","raw","tobit","A_anydetect",0.0194337111948547,0.0157441784345529,0.217075243328954,6314,3500,0.276369971491923,""
"PFHxS","idw__mil_airport.milfire__25km","cov","detect","A_anydetect",0.0100672295476052,0.00596027557506723,0.0912090098019925,6314,3500,0.276369971491923,"*"
"PFHxS","idw__mil_airport.milfire__25km","cov","tobit","A_anydetect",0.00186741750832882,0.0160735881888599,0.907510477154583,6314,3500,0.276369971491923,""
"PFBS","idw__mil_airport.milfire__25km","raw","detect","A_anydetect",-0.00501521694376537,0.00585162328428242,0.391409394099422,6314,3500,0.452011403230915,""
"PFBS","idw__mil_airport.milfire__25km","raw","tobit","A_anydetect",-0.0315852544343318,0.0118289965737814,0.00758162377900072,6314,3500,0.452011403230915,"***"
"PFBS","idw__mil_airport.milfire__25km","cov","detect","A_anydetect",-0.00735873196547223,0.00627889832026211,0.241205807750037,6314,3500,0.452011403230915,""
"PFBS","idw__mil_airport.milfire__25km","cov","tobit","A_anydetect",-0.0312773638635213,0.0127184095006746,0.0139239359568336,6314,3500,0.452011403230915,"**"
"PFHxA","idw__mil_airport.milfire__25km","raw","detect","A_anydetect",0.0578510625411386,0.00525234167611472,3.25926384565714e-28,6314,3500,0.465473550839405,"***"
"PFHxA","idw__mil_airport.milfire__25km","raw","tobit","A_anydetect",0.0827022157599199,0.00929452269647522,5.68866676939774e-19,6314,3500,0.465473550839405,"***"
"PFHxA","idw__mil_airport.milfire__25km","cov","detect","A_anydetect",0.0548564235607322,0.00556137182664702,5.97269687264348e-23,6314,3500,0.465473550839405,"***"
"PFHxA","idw__mil_airport.milfire__25km","cov","tobit","A_anydetect",0.0697951994287694,0.0102194328956706,8.5119174172241e-12,6314,3500,0.465473550839405,"***"
"PFPeA","idw__mil_airport.milfire__25km","raw","detect","A_anydetect",0.058577292595519,0.00525070222866379,6.68702668493928e-29,6314,3500,0.541019955654102,"***"
"PFPeA","idw__mil_airport.milfire__25km","raw","tobit","A_anydetect",0.0967817755017878,0.0103472526843165,8.48914374128064e-21,6314,3500,0.541019955654102,"***"
"PFPeA","idw__mil_airport.milfire__25km","cov","detect","A_anydetect",0.0511623439681964,0.00554418595764677,2.75455522217549e-20,6314,3500,0.541019955654102,"***"
"PFPeA","idw__mil_airport.milfire__25km","cov","tobit","A_anydetect",0.0756243451881492,0.0109712628353201,5.46478212700082e-12,6314,3500,0.541019955654102,"***"
"PFBA","idw__mil_airport.milfire__25km","raw","detect","A_anydetect",0.0204710641097394,0.00588232617726661,0.000501232773635463,6314,3500,0.432689261957555,"***"
"PFBA","idw__mil_airport.milfire__25km","raw","tobit","A_anydetect",0.057534945512867,0.0145622106601376,7.78331148676748e-05,6314,3500,0.432689261957555,"***"
"PFBA","idw__mil_airport.milfire__25km","cov","detect","A_anydetect",0.0237783821662628,0.00556474540464952,1.92825466330187e-05,6314,3500,0.432689261957555,"***"
"PFBA","idw__mil_airport.milfire__25km","cov","tobit","A_anydetect",0.056331073395161,0.0112184617774145,5.13274219110302e-07,6314,3500,0.432689261957555,"***"
"PFHpA","idw__mil_airport.milfire__25km","raw","detect","A_anydetect",0.0150639224981574,0.00459678984286601,0.0010489679420402,6314,3500,0.13588850174216,"***"
"PFHpA","idw__mil_airport.milfire__25km","raw","tobit","A_anydetect",0.0446320075819722,0.0151659851802244,0.00325151366594932,6314,3500,0.13588850174216,"***"
"PFHpA","idw__mil_airport.milfire__25km","cov","detect","A_anydetect",0.0114201897304463,0.00514070737507241,0.02631568947184,6314,3500,0.13588850174216,"**"
"PFHpA","idw__mil_airport.milfire__25km","cov","tobit","A_anydetect",0.026919587998453,0.0172286711982757,0.118173125338378,6314,3500,0.13588850174216,""
"PFOS","idw__mil_airport.milsusp__5km","raw","detect","A_anydetect",0.0512044304208212,0.0286725378348942,0.0741259280978213,6314,3500,0.360785555907507,"*"
"PFOS","idw__mil_airport.milsusp__5km","raw","tobit","A_anydetect",0.159541339804754,0.0701183279685834,0.0228869920318033,6314,3500,0.360785555907507,"**"
"PFOS","idw__mil_airport.milsusp__5km","cov","detect","A_anydetect",0.0445270886598111,0.0281619518644011,0.113853335545725,6314,3500,0.360785555907507,""
