"compound","exposure","spec","margin","estimate","std.error","p.value","nobs","detect_rate","mrl_ug_l","expect","radius_km","sig","supports","contradicts"
"PFBS","idw__tierweighted__25km","cov","detect",-0.00822000523607668,0.00743144346380184,0.268824840007416,1894,0.444033790918691,0.003,"pos",25,"",FALSE,FALSE
"PFBS","idw__tierweighted__25km","cov","intensive",-0.018963283185267,0.0161509484957941,0.240709081811526,841,0.444033790918691,0.003,"pos",25,"",FALSE,FALSE
"PFBS","idw__tierweighted__25km","cov","tobit",-0.0363983434233139,0.0183204827110904,0.0469493551349923,1894,0.444033790918691,0.003,"pos",25,"**",FALSE,TRUE
"PFBS","idw__tierweighted__25km","raw","detect",-0.0213900627059129,0.00624977644723726,0.000632711299887904,2032,0.450787401574803,0.003,"pos",25,"***",FALSE,TRUE
"PFBS","idw__tierweighted__25km","raw","intensive",-0.0340464765762184,0.0128998537400925,0.00844939989861223,916,0.450787401574803,0.003,"pos",25,"***",FALSE,TRUE
"PFBS","idw__tierweighted__25km","raw","tobit",-0.0669615505096003,0.0157001014891006,1.9986698155127e-05,2032,0.450787401574803,0.003,"pos",25,"***",FALSE,TRUE
"PFBS","idw__tierweighted__5km","cov","detect",-0.0301861829369638,0.0091582777999998,0.000999437199785632,1894,0.444033790918691,0.003,"pos",5,"***",FALSE,TRUE
"PFBS","idw__tierweighted__5km","cov","intensive",-0.0246007046176496,0.0209479376462809,0.240610860594194,841,0.444033790918691,0.003,"pos",5,"",FALSE,FALSE
"PFBS","idw__tierweighted__5km","cov","tobit",-0.095481147487122,0.0229607174249822,3.20405055746887e-05,1894,0.444033790918691,0.003,"pos",5,"***",FALSE,TRUE
"PFBS","idw__tierweighted__5km","raw","detect",-0.0438129710858614,0.0077401531994811,1.72398265267683e-08,2032,0.450787401574803,0.003,"pos",5,"***",FALSE,TRUE
"PFBS","idw__tierweighted__5km","raw","intensive",-0.0469723801061511,0.0170128472163009,0.00587799888412948,916,0.450787401574803,0.003,"pos",5,"***",FALSE,TRUE
"PFBS","idw__tierweighted__5km","raw","tobit",-0.125214634119416,0.0200552860653726,4.27960613642082e-10,2032,0.450787401574803,0.003,"pos",5,"***",FALSE,TRUE
"PFBS","nearest_km","cov","detect",-4.03021010217824e-05,1.78532193545022e-05,0.0241006513408154,1894,0.444033790918691,0.003,"neg",NA,"**",TRUE,FALSE
"PFBS","nearest_km","cov","intensive",-8.83363103784803e-05,3.91710615302812e-05,0.0244062995893642,841,0.444033790918691,0.003,"neg",NA,"**",TRUE,FALSE
"PFBS","nearest_km","cov","tobit",-0.000137020399670822,4.47459082082332e-05,0.00219725132485031,1894,0.444033790918691,0.003,"neg",NA,"***",TRUE,FALSE
"PFBS","nearest_km","raw","detect",-5.38635225828367e-06,1.23356544817172e-05,0.662412296141625,2032,0.450787401574803,0.003,"neg",NA,"",FALSE,FALSE
"PFBS","nearest_km","raw","intensive",-2.25922128978263e-05,2.69103694587407e-05,0.40138835828776,916,0.450787401574803,0.003,"neg",NA,"",FALSE,FALSE
"PFBS","nearest_km","raw","tobit",-2.46836022635377e-05,3.17688936300741e-05,0.437174149053201,2032,0.450787401574803,0.003,"neg",NA,"",FALSE,FALSE
"PFBS","nearest_pre2002_km","cov","detect",-3.91030141014351e-05,1.73611537668099e-05,0.0244206035627164,1894,0.444033790918691,0.003,"neg",NA,"**",TRUE,FALSE
"PFBS","nearest_pre2002_km","cov","intensive",-8.69698769554122e-05,3.80662919821017e-05,0.0226036862586221,841,0.444033790918691,0.003,"neg",NA,"**",TRUE,FALSE
"PFBS","nearest_pre2002_km","cov","tobit",-0.000133689513301507,4.35075732272043e-05,0.00212069669368787,1894,0.444033790918691,0.003,"neg",NA,"***",TRUE,FALSE
"PFBS","nearest_pre2002_km","raw","detect",-5.0333161269853e-06,1.19967660760986e-05,0.674854175250413,2032,0.450787401574803,0.003,"neg",NA,"",FALSE,FALSE
"PFBS","nearest_pre2002_km","raw","intensive",-2.25079972969995e-05,2.617039584742e-05,0.389983886946344,916,0.450787401574803,0.003,"neg",NA,"",FALSE,FALSE
"PFBS","nearest_pre2002_km","raw","tobit",-2.38298548349753e-05,3.08930690249437e-05,0.440490180238259,2032,0.450787401574803,0.003,"neg",NA,"",FALSE,FALSE
"PFBS","within_10km","cov","detect",-0.00106314022578735,0.0317150728116501,0.973262321027867,1894,0.444033790918691,0.003,"pos",NA,"",FALSE,FALSE
"PFBS","within_10km","cov","intensive",-0.18558590442431,0.0649056440062381,0.00436105057705199,841,0.444033790918691,0.003,"pos",NA,"***",FALSE,TRUE
"PFBS","within_10km","cov","tobit",-0.120744098669915,0.0763931466804817,0.113978238283183,1894,0.444033790918691,0.003,"pos",NA,"",FALSE,FALSE
"PFBS","within_10km","raw","detect",-0.0816751356260889,0.0286499625910454,0.00440507903285918,2032,0.450787401574803,0.003,"pos",NA,"***",FALSE,TRUE
"PFBS","within_10km","raw","intensive",-0.228345178071662,0.0566190614471433,5.9662708432887e-05,916,0.450787401574803,0.003,"pos",NA,"***",FALSE,TRUE
"PFBS","within_10km","raw","tobit",-0.314180997048164,0.0701932410081094,7.60745203273389e-06,2032,0.450787401574803,0.003,"pos",NA,"***",FALSE,TRUE
"PFBS","within_5km","cov","detect",-0.0523760937269525,0.025391234844094,0.0392771502292061,1894,0.444033790918691,0.003,"pos",NA,"**",FALSE,TRUE
"PFBS","within_5km","cov","intensive",-0.070868327855889,0.055104003745154,0.198803175686435,841,0.444033790918691,0.003,"pos",NA,"",FALSE,FALSE
"PFBS","within_5km","cov","tobit",-0.154376164110547,0.0624633747999786,0.0134560002393456,1894,0.444033790918691,0.003,"pos",NA,"**",FALSE,TRUE
"PFBS","within_5km","raw","detect",-0.0846139478018714,0.0230414393935813,0.000246640947410691,2032,0.450787401574803,0.003,"pos",NA,"***",FALSE,TRUE
"PFBS","within_5km","raw","intensive",-0.107870519878877,0.0472382214468919,0.0226270970905827,916,0.450787401574803,0.003,"pos",NA,"**",FALSE,TRUE
"PFBS","within_5km","raw","tobit",-0.247900798956338,0.0575255268308986,1.63694278834178e-05,2032,0.450787401574803,0.003,"pos",NA,"***",FALSE,TRUE
"PFHpA","idw__all_equal__10km","cov","detect",-0.00566712284895553,0.00337005363442102,0.0928161234395955,1894,0.117740232312566,0.003,"pos",10,"*",FALSE,FALSE
"PFHpA","idw__all_equal__10km","cov","intensive",0.00613790737391469,0.0178119196655462,0.730851011664233,223,0.117740232312566,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__all_equal__10km","cov","tobit",-0.0256055262979148,0.0180848255551995,0.156817385885212,1894,0.117740232312566,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__all_equal__10km","raw","detect",-0.00608120302799328,0.00280230939682755,0.0301172898554951,2032,0.118110236220472,0.003,"pos",10,"**",FALSE,TRUE
"PFHpA","idw__all_equal__10km","raw","intensive",-0.00274745536504419,0.0114787606083212,0.811039244247416,240,0.118110236220472,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__all_equal__10km","raw","tobit",-0.0324942991814911,0.0150626262307166,0.0309838705736595,2032,0.118110236220472,0.003,"pos",10,"**",FALSE,TRUE
"PFHpA","idw__all_equal__25km","cov","detect",-0.00526633156710158,0.00357706076116906,0.141126461885957,1894,0.117740232312566,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__all_equal__25km","cov","intensive",-0.00103058833964602,0.0185416740451463,0.955743935027773,223,0.117740232312566,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__all_equal__25km","cov","tobit",-0.0265051694734049,0.0187344036553204,0.157131289820936,1894,0.117740232312566,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__all_equal__25km","raw","detect",-0.00608724443755815,0.00291796773364851,0.0370918921397594,2032,0.118110236220472,0.003,"pos",25,"**",FALSE,TRUE
"PFHpA","idw__all_equal__25km","raw","intensive",-0.00538408400046508,0.0111257241275652,0.628879737481191,240,0.118110236220472,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__all_equal__25km","raw","tobit",-0.031860975273203,0.0151121680648252,0.035005097485055,2032,0.118110236220472,0.003,"pos",25,"**",FALSE,TRUE
"PFHpA","idw__all_equal__5km","cov","detect",-0.00787052302795991,0.00386937601994969,0.0420912176025976,1894,0.117740232312566,0.003,"pos",5,"**",FALSE,TRUE
"PFHpA","idw__all_equal__5km","cov","intensive",0.00903919232999606,0.0216101239323468,0.676299579011823,223,0.117740232312566,0.003,"pos",5,"",FALSE,FALSE
"PFHpA","idw__all_equal__5km","cov","tobit",-0.0353969758203482,0.0214620963239722,0.0990905751512833,1894,0.117740232312566,0.003,"pos",5,"*",FALSE,FALSE
"PFHpA","idw__all_equal__5km","raw","detect",-0.00784702058033731,0.0032637466348802,0.0162926286296948,2032,0.118110236220472,0.003,"pos",5,"**",FALSE,TRUE
"PFHpA","idw__all_equal__5km","raw","intensive",-0.00206633624703095,0.014296202622158,0.885198428484172,240,0.118110236220472,0.003,"pos",5,"",FALSE,FALSE
"PFHpA","idw__all_equal__5km","raw","tobit",-0.043344643763639,0.0181729908877324,0.017073858219361,2032,0.118110236220472,0.003,"pos",5,"**",FALSE,TRUE
"PFHpA","idw__post2002__10km","cov","detect",-0.00580417851361123,0.00372152105525006,0.119022783961735,1894,0.117740232312566,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__post2002__10km","cov","intensive",-0.000978063957289575,0.0202074835495579,0.961456965663213,223,0.117740232312566,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__post2002__10km","cov","tobit",-0.0284837561763749,0.0200909791133715,0.156267102295279,1894,0.117740232312566,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__post2002__10km","raw","detect",-0.00634707250600877,0.00307061886150643,0.0388574884321523,2032,0.118110236220472,0.003,"pos",10,"**",FALSE,TRUE
"PFHpA","idw__post2002__10km","raw","intensive",-0.0112995875264155,0.0128562141764974,0.380330992934217,240,0.118110236220472,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__post2002__10km","raw","tobit",-0.0367398367938206,0.016649737850387,0.0273398111097987,2032,0.118110236220472,0.003,"pos",10,"**",FALSE,TRUE
"PFHpA","idw__post2002__25km","cov","detect",-0.00410224938066339,0.00355353383985489,0.24848243272062,1894,0.117740232312566,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__post2002__25km","cov","intensive",-0.00305398920109595,0.0192129193485561,0.873904807920234,223,0.117740232312566,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__post2002__25km","cov","tobit",-0.0222849143243022,0.0187635331871991,0.234962841224261,1894,0.117740232312566,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__post2002__25km","raw","detect",-0.00523162689812577,0.00290995338299885,0.072351111187093,2032,0.118110236220472,0.003,"pos",25,"*",FALSE,FALSE
"PFHpA","idw__post2002__25km","raw","intensive",-0.0101218784630918,0.0115203950390987,0.380501548779323,240,0.118110236220472,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__post2002__25km","raw","tobit",-0.0295592897977039,0.0152584141548433,0.0527153757077215,2032,0.118110236220472,0.003,"pos",25,"*",FALSE,FALSE
"PFHpA","idw__post2002__5km","cov","detect",-0.0095279764672154,0.00478188124786009,0.0464639834361605,1894,0.117740232312566,0.003,"pos",5,"**",FALSE,TRUE
"PFHpA","idw__post2002__5km","cov","intensive",-0.00470653929027759,0.0269583002843064,0.861625743118742,223,0.117740232312566,0.003,"pos",5,"",FALSE,FALSE
"PFHpA","idw__post2002__5km","cov","tobit",-0.0468053119039287,0.0266734188248989,0.0793012440146467,1894,0.117740232312566,0.003,"pos",5,"*",FALSE,FALSE
"PFHpA","idw__post2002__5km","raw","detect",-0.00945750978077769,0.00399060553300255,0.017883805499923,2032,0.118110236220472,0.003,"pos",5,"**",FALSE,TRUE
"PFHpA","idw__post2002__5km","raw","intensive",-0.0174726589722362,0.017659430958627,0.323460723913809,240,0.118110236220472,0.003,"pos",5,"",FALSE,FALSE
"PFHpA","idw__post2002__5km","raw","tobit",-0.0567885781484295,0.0224248825055655,0.0113287477548179,2032,0.118110236220472,0.003,"pos",5,"**",FALSE,TRUE
"PFHpA","idw__pre2002__10km","cov","detect",-0.00376502145163016,0.0036277508519191,0.299483241294172,1894,0.117740232312566,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__pre2002__10km","cov","intensive",0.019251033795333,0.0197660212903923,0.331553599481105,223,0.117740232312566,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__pre2002__10km","cov","tobit",-0.0127560764594225,0.0195409859413682,0.513894434839301,1894,0.117740232312566,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__pre2002__10km","raw","detect",-0.0043973881881454,0.00292285951383857,0.132612984185308,2032,0.118110236220472,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__pre2002__10km","raw","intensive",0.00307675359475563,0.0126293185439524,0.807735057136642,240,0.118110236220472,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__pre2002__10km","raw","tobit",-0.0227327038699955,0.015922791242528,0.153383021982303,2032,0.118110236220472,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__pre2002__25km","cov","detect",-0.00151828359344748,0.00338090623971339,0.65343050200654,1894,0.117740232312566,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__pre2002__25km","cov","intensive",0.0120253662988445,0.0183391527827897,0.51294547358475,223,0.117740232312566,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__pre2002__25km","cov","tobit",-0.00494373965994629,0.0178391885639302,0.781681779053163,1894,0.117740232312566,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__pre2002__25km","raw","detect",-0.00292926926040509,0.00269153392122833,0.276579928769658,2032,0.118110236220472,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__pre2002__25km","raw","intensive",-0.000377104290528489,0.0110083292455643,0.972701508787698,240,0.118110236220472,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__pre2002__25km","raw","tobit",-0.0152837903175319,0.014295267825654,0.285001935786714,2032,0.118110236220472,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__pre2002__5km","cov","detect",-0.0075500839777044,0.00464156724568379,0.103990598514808,1894,0.117740232312566,0.003,"pos",5,"",FALSE,FALSE
"PFHpA","idw__pre2002__5km","cov","intensive",0.0299339029024713,0.0261665366281454,0.254341975516177,223,0.117740232312566,0.003,"pos",5,"",FALSE,FALSE
"PFHpA","idw__pre2002__5km","cov","tobit",-0.0280893898947711,0.0257271891409242,0.274913418355212,1894,0.117740232312566,0.003,"pos",5,"",FALSE,FALSE
"PFHpA","idw__pre2002__5km","raw","detect",-0.00749370001117979,0.00380935861375394,0.0492982737357017,2032,0.118110236220472,0.003,"pos",5,"**",FALSE,TRUE
"PFHpA","idw__pre2002__5km","raw","intensive",0.00914652250382661,0.0173267862952803,0.598072088890325,240,0.118110236220472,0.003,"pos",5,"",FALSE,FALSE
"PFHpA","idw__pre2002__5km","raw","tobit",-0.0393490096793872,0.0214099106838297,0.0660789674992508,2032,0.118110236220472,0.003,"pos",5,"*",FALSE,FALSE
"PFHpA","idw__tierweighted__10km","cov","detect",-0.00383856689593877,0.00507790071377625,0.449785789408743,1894,0.117740232312566,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__tierweighted__10km","cov","intensive",0.018785628253115,0.0235016214651212,0.42528222791995,223,0.117740232312566,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__tierweighted__10km","cov","tobit",-0.00570935951174679,0.0260692879795692,0.826644506497198,1894,0.117740232312566,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__tierweighted__10km","raw","detect",-0.00586912382625685,0.00417801138507315,0.160244187816078,2032,0.118110236220472,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__tierweighted__10km","raw","intensive",0.0091546283931917,0.0155977727519738,0.557814461735503,240,0.118110236220472,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__tierweighted__10km","raw","tobit",-0.0263770805532503,0.0219551503380441,0.229593198740442,2032,0.118110236220472,0.003,"pos",10,"",FALSE,FALSE
"PFHpA","idw__tierweighted__25km","cov","detect",-0.00121856772093596,0.00494110575578643,0.805231432537647,1894,0.117740232312566,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__tierweighted__25km","cov","intensive",0.0152972307249597,0.0235356284855543,0.516649780717414,223,0.117740232312566,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__tierweighted__25km","cov","tobit",0.00584965925017016,0.0254817197345738,0.818431384459225,1894,0.117740232312566,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__tierweighted__25km","raw","detect",-0.00453487317721226,0.0040642043769979,0.264636243061949,2032,0.118110236220472,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__tierweighted__25km","raw","intensive",0.00975440370527787,0.0148678512977427,0.512410573782454,240,0.118110236220472,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__tierweighted__25km","raw","tobit",-0.0190527902602118,0.0211087958617666,0.366738450015379,2032,0.118110236220472,0.003,"pos",25,"",FALSE,FALSE
"PFHpA","idw__tierweighted__5km","cov","detect",-0.00764039122297342,0.00610287101638912,0.210755254041256,1894,0.117740232312566,0.003,"pos",5,"",FALSE,FALSE
"PFHpA","idw__tierweighted__5km","cov","intensive",0.021434845812379,0.0285524511916665,0.453924882320849,223,0.117740232312566,0.003,"pos",5,"",FALSE,FALSE
"PFHpA","idw__tierweighted__5km","cov","tobit",-0.0202223011199204,0.0316060528594306,0.522287234387841,1894,0.117740232312566,0.003,"pos",5,"",FALSE,FALSE
"PFHpA","idw__tierweighted__5km","raw","detect",-0.0084598747336481,0.00505645042632869,0.0944645105152005,2032,0.118110236220472,0.003,"pos",5,"*",FALSE,FALSE
"PFHpA","idw__tierweighted__5km","raw","intensive",0.00919359421057015,0.0194545603792418,0.636954777263475,240,0.118110236220472,0.003,"pos",5,"",FALSE,FALSE
"PFHpA","idw__tierweighted__5km","raw","tobit",-0.0404573887863111,0.0270426356931207,0.134638181933165,2032,0.118110236220472,0.003,"pos",5,"",FALSE,FALSE
"PFHpA","nearest_km","cov","detect",1.34810797621655e-05,1.18790921845035e-05,0.256584776206599,1894,0.117740232312566,0.003,"neg",NA,"",FALSE,FALSE
"PFHpA","nearest_km","cov","intensive",0.000130597039981359,4.94224446803582e-05,0.00904816104015808,223,0.117740232312566,0.003,"neg",NA,"***",FALSE,TRUE
"PFHpA","nearest_km","cov","tobit",9.03721084241477e-05,5.55960934870827e-05,0.10405354230561,1894,0.117740232312566,0.003,"neg",NA,"",FALSE,FALSE
"PFHpA","nearest_km","raw","detect",1.59115002424408e-05,7.99381294423442e-06,0.0466723157980131,2032,0.118110236220472,0.003,"neg",NA,"**",FALSE,TRUE
"PFHpA","nearest_km","raw","intensive",4.42544568523795e-05,2.44982487907947e-05,0.0721137750755995,240,0.118110236220472,0.003,"neg",NA,"*",FALSE,FALSE
"PFHpA","nearest_km","raw","tobit",8.20938361980209e-05,3.58772362599255e-05,0.0221266162592544,2032,0.118110236220472,0.003,"neg",NA,"**",FALSE,TRUE
"PFHpA","nearest_pre2002_km","cov","detect",1.28847895607118e-05,1.15517503476305e-05,0.264827923460643,1894,0.117740232312566,0.003,"neg",NA,"",FALSE,FALSE
"PFHpA","nearest_pre2002_km","cov","intensive",0.00012616948863051,4.80148030435831e-05,0.009432446393967,223,0.117740232312566,0.003,"neg",NA,"***",FALSE,TRUE
"PFHpA","nearest_pre2002_km","cov","tobit",8.68120580082012e-05,5.40644462605162e-05,0.108336683518676,1894,0.117740232312566,0.003,"neg",NA,"",FALSE,FALSE
"PFHpA","nearest_pre2002_km","raw","detect",1.53687795674354e-05,7.7742798831928e-06,0.0481908879087376,2032,0.118110236220472,0.003,"neg",NA,"**",FALSE,TRUE
"PFHpA","nearest_pre2002_km","raw","intensive",4.28573777657142e-05,2.38193829455698e-05,0.073243488746894,240,0.118110236220472,0.003,"neg",NA,"*",FALSE,FALSE
"PFHpA","nearest_pre2002_km","raw","tobit",7.9386804975446e-05,3.49072477731393e-05,0.0229526866758884,2032,0.118110236220472,0.003,"neg",NA,"**",FALSE,TRUE
"PFHpA","within_10km","cov","detect",-0.0663816801546099,0.0210226832962726,0.00161677186776877,1894,0.117740232312566,0.003,"pos",NA,"***",FALSE,TRUE
"PFHpA","within_10km","cov","intensive",-0.0468641510636857,0.095602990020582,0.624667113004592,223,0.117740232312566,0.003,"pos",NA,"",FALSE,FALSE
"PFHpA","within_10km","cov","tobit",-0.334640208742026,0.105681682334399,0.00154289554378547,1894,0.117740232312566,0.003,"pos",NA,"***",FALSE,TRUE
"PFHpA","within_10km","raw","detect",-0.0686812152752203,0.0185577886927004,0.000220525777634543,2032,0.118110236220472,0.003,"pos",NA,"***",FALSE,TRUE
"PFHpA","within_10km","raw","intensive",-0.0207116256805481,0.0653381033525362,0.751527911408714,240,0.118110236220472,0.003,"pos",NA,"",FALSE,FALSE
"PFHpA","within_10km","raw","tobit",-0.320962070758807,0.0917916609836936,0.000471163401659265,2032,0.118110236220472,0.003,"pos",NA,"***",FALSE,TRUE
"PFHpA","within_5km","cov","detect",-0.0208793964428399,0.0168896811648811,0.216535988955936,1894,0.117740232312566,0.003,"pos",NA,"",FALSE,FALSE
"PFHpA","within_5km","cov","intensive",0.0294166320228735,0.0888735003535336,0.741081786118244,223,0.117740232312566,0.003,"pos",NA,"",FALSE,FALSE
"PFHpA","within_5km","cov","tobit",-0.100133356492495,0.0900365963975945,0.26607769242446,1894,0.117740232312566,0.003,"pos",NA,"",FALSE,FALSE
"PFHpA","within_5km","raw","detect",-0.0268122463534326,0.014983037549034,0.0736822670643811,2032,0.118110236220472,0.003,"pos",NA,"*",FALSE,FALSE
"PFHpA","within_5km","raw","intensive",0.0333912486537089,0.0588514409342965,0.570989455406249,240,0.118110236220472,0.003,"pos",NA,"",FALSE,FALSE
"PFHpA","within_5km","raw","tobit",-0.125185897269632,0.0785136882878584,0.110836002422804,2032,0.118110236220472,0.003,"pos",NA,"",FALSE,FALSE
"PFHxA","idw__all_equal__10km","cov","detect",-0.00552218210869124,0.00497004800986468,0.266675782986009,1894,0.388595564941922,0.003,"pos",10,"",FALSE,FALSE
"PFHxA","idw__all_equal__10km","cov","intensive",-0.00795535503162513,0.0100331500596955,0.428117799849809,736,0.388595564941922,0.003,"pos",10,"",FALSE,FALSE
"PFHxA","idw__all_equal__10km","cov","tobit",-0.0217097955274777,0.0122193293831983,0.075621478688399,1894,0.388595564941922,0.003,"pos",10,"*",FALSE,FALSE
"PFHxA","idw__all_equal__10km","raw","detect",-0.00544156755976389,0.00423973830238283,0.199474726804245,2032,0.390748031496063,0.003,"pos",10,"",FALSE,FALSE
"PFHxA","idw__all_equal__10km","raw","intensive",-0.00864087667947072,0.00799034031238091,0.279841558466657,794,0.390748031496063,0.003,"pos",10,"",FALSE,FALSE
"PFHxA","idw__all_equal__10km","raw","tobit",-0.0169211287029614,0.0105242883040493,0.107875283765184,2032,0.390748031496063,0.003,"pos",10,"",FALSE,FALSE
"PFHxA","idw__all_equal__25km","cov","detect",-0.00463430273117348,0.0052750493486296,0.379771049549386,1894,0.388595564941922,0.003,"pos",25,"",FALSE,FALSE
"PFHxA","idw__all_equal__25km","cov","intensive",-0.0112600980568173,0.0102480776629095,0.272278024453511,736,0.388595564941922,0.003,"pos",25,"",FALSE,FALSE
"PFHxA","idw__all_equal__25km","cov","tobit",-0.0199804038300223,0.0127622329101068,0.117445006881119,1894,0.388595564941922,0.003,"pos",25,"",FALSE,FALSE
"PFHxA","idw__all_equal__25km","raw","detect",-0.00496862575876786,0.0044147488907241,0.260526964020147,2032,0.390748031496063,0.003,"pos",25,"",FALSE,FALSE
"PFHxA","idw__all_equal__25km","raw","intensive",-0.0108852568662657,0.00803237693510524,0.17574895272009,794,0.390748031496063,0.003,"pos",25,"",FALSE,FALSE
"PFHxA","idw__all_equal__25km","raw","tobit",-0.0170863359811397,0.0108308056745411,0.114664813677177,2032,0.390748031496063,0.003,"pos",25,"",FALSE,FALSE
"PFHxA","idw__all_equal__5km","cov","detect",-0.00808025364868871,0.00570727833921311,0.15701133958786,1894,0.388595564941922,0.003,"pos",5,"",FALSE,FALSE
"PFHxA","idw__all_equal__5km","cov","intensive",-0.00828951483823127,0.0120753895372755,0.49265223007479,736,0.388595564941922,0.003,"pos",5,"",FALSE,FALSE
"PFHxA","idw__all_equal__5km","cov","tobit",-0.0304610874416016,0.0142959613668991,0.0331099294033156,1894,0.388595564941922,0.003,"pos",5,"**",FALSE,TRUE
"PFHxA","idw__all_equal__5km","raw","detect",-0.00890496727293646,0.00493721630170178,0.0714357585731512,2032,0.390748031496063,0.003,"pos",5,"*",FALSE,FALSE
"PFHxA","idw__all_equal__5km","raw","intensive",-0.00832969309107871,0.00957616732601712,0.384653689521565,794,0.390748031496063,0.003,"pos",5,"",FALSE,FALSE
"PFHxA","idw__all_equal__5km","raw","tobit",-0.0248174602565918,0.0123879009000011,0.045138357639154,2032,0.390748031496063,0.003,"pos",5,"**",FALSE,TRUE
"PFHxA","idw__post2002__10km","cov","detect",-0.00394992518054376,0.00548886711409848,0.471848656285253,1894,0.388595564941922,0.003,"pos",10,"",FALSE,FALSE
"PFHxA","idw__post2002__10km","cov","intensive",-0.00740512156261128,0.0111947658891433,0.508535647707491,736,0.388595564941922,0.003,"pos",10,"",FALSE,FALSE
"PFHxA","idw__post2002__10km","cov","tobit",-0.0183421523094758,0.0135040573353631,0.174378111603834,1894,0.388595564941922,0.003,"pos",10,"",FALSE,FALSE
"PFHxA","idw__post2002__10km","raw","detect",-0.0045640783507336,0.00464595730812111,0.326031562059333,2032,0.390748031496063,0.003,"pos",10,"",FALSE,FALSE
"PFHxA","idw__post2002__10km","raw","intensive",-0.0081079478776506,0.00875723272307585,0.354802168670225,794,0.390748031496063,0.003,"pos",10,"",FALSE,FALSE
"PFHxA","idw__post2002__10km","raw","tobit",-0.0146497057454337,0.0115373844182073,0.204170240911327,2032,0.390748031496063,0.003,"pos",10,"",FALSE,FALSE
"PFHxA","idw__post2002__25km","cov","detect",-0.00150492401563073,0.00524014534322077,0.773998650838954,1894,0.388595564941922,0.003,"pos",25,"",FALSE,FALSE
"PFHxA","idw__post2002__25km","cov","intensive",-0.0108588979959643,0.0103712081516847,0.295473215910531,736,0.388595564941922,0.003,"pos",25,"",FALSE,FALSE
"PFHxA","idw__post2002__25km","cov","tobit",-0.0121460549017378,0.0127384695508704,0.340339810278493,1894,0.388595564941922,0.003,"pos",25,"",FALSE,FALSE
"PFHxA","idw__post2002__25km","raw","detect",-0.00303537757312095,0.00440226930036591,0.490585637167119,2032,0.390748031496063,0.003,"pos",25,"",FALSE,FALSE
"PFHxA","idw__post2002__25km","raw","intensive",-0.0106073013153393,0.00813688019298424,0.192746101319726,794,0.390748031496063,0.003,"pos",25,"",FALSE,FALSE
"PFHxA","idw__post2002__25km","raw","tobit",-0.0125368749846449,0.0108532506709208,0.248038721175711,2032,0.390748031496063,0.003,"pos",25,"",FALSE,FALSE
"PFHxA","idw__post2002__5km","cov","detect",-0.00763434663175629,0.00705450500450218,0.279309859963042,1894,0.388595564941922,0.003,"pos",5,"",FALSE,FALSE
"PFHxA","idw__post2002__5km","cov","intensive",-0.00710169998956007,0.0149087057976444,0.633986143158979,736,0.388595564941922,0.003,"pos",5,"",FALSE,FALSE
"PFHxA","idw__post2002__5km","cov","tobit",-0.03042632806459,0.0175979339419696,0.0838141774672233,1894,0.388595564941922,0.003,"pos",5,"*",FALSE,FALSE
