"n_systems","n_observations","mean_dist_km","median_dist_km","p25_dist_km","p75_dist_km","min_dist_km","max_dist_km","mean_idw","n_within_1km","n_within_5km","n_within_10km","n_within_25km"
1060,8119,132.634419712073,2.62123353183707,1.18635717166559,6.28140608466245,0,5925.46149105012,4.6145193234794,1269,5425,6785,7778
